artist_familiarity,artist_hotttnesss,year
0.673,0.464,2000
0.673,0.464,2009
0.673,0.464,1999
0.673,0.464,2005
0.663,0.464,1991
0.663,0.464,1988
0.663,0.464,1998
0.663,0.464,1992
0.663,0.464,1989
0.621,0.464,2009
0.621,0.464,2008
0.621,0.464,2005
0.621,0.464,2004
0.621,0.464,2006
0.517,0.464,2009
0.621,0.464,2010
0.537,0.464,2009
0.601,0.464,1999
0.601,0.464,1998
0.601,0.464,1997
0.622,0.464,1977
0.622,0.464,1978
0.622,0.464,1981
0.634,0.464,1967
0.634,0.464,1976
0.634,0.464,1994
0.634,0.464,1984
0.634,0.464,1980
0.634,0.464,1977
0.634,0.464,1996
0.203,0.464,2008
0.345,0.464,2008
0.345,0.464,2003
0.345,0.464,2004
0.203,0.464,2004
0.345,0.464,2005
0.545,0.464,2008
0.647,0.464,2004
0.647,0.464,2002
0.647,0.464,2006
0.647,0.464,2003
0.678,0.464,2005
0.678,0.464,2009
0.678,0.464,1992
0.678,0.464,2000
0.678,0.464,1994
0.678,0.464,1998
0.678,0.464,1996
0.678,0.464,1995
0.678,0.464,1991
0.678,0.464,1988
0.596,0.464,1998
0.596,0.464,1993
0.753,0.464,1971
0.753,0.464,1969
0.753,0.464,1967
0.753,0.464,1966
0.753,0.464,1963
0.753,0.464,1968
0.753,0.464,1965
0.51,0.464,1969
0.753,0.464,1970
0.753,0.464,1993
0.62,0.463,1985
0.62,0.463,1987
0.62,0.463,1995
0.62,0.463,1989
0.62,0.463,1983
0.604,0.463,2004
0.604,0.463,1991
0.604,0.463,1996
0.604,0.463,1995
0.604,0.463,1993
0.635,0.463,1998
0.635,0.463,2005
0.635,0.463,1988
0.635,0.463,2000
0.635,0.463,2004
0.635,0.463,1995
0.635,0.463,2008
0.635,0.463,2001
0.635,0.463,1997
0.635,0.463,1984
0.635,0.463,1991
0.683,0.463,2008
0.522,0.463,2006
0.088,0.463,2006
0.614,0.463,1975
0.614,0.463,1999
0.614,0.463,1981
0.859,0.463,2002
0.859,0.463,2004
0.859,0.463,2005
0.859,0.463,1998
0.859,0.463,2008
0.859,0.463,1994
0.859,0.463,1995
0.593,0.463,2006
0.595,0.463,1987
0.595,0.463,1981
0.595,0.463,1983
0.595,0.463,1993
0.595,0.463,1990
0.595,0.463,1995
0.595,0.463,1984
0.595,0.463,1982
0.692,0.463,1987
0.595,0.463,2005
0.643,0.463,2008
0.643,0.463,2003
0.643,0.463,2005
0.643,0.463,2000
0.643,0.463,2004
0.643,0.463,2001
0.643,0.463,2006
0.728,0.463,2006
0.622,0.463,1999
0.622,0.463,1991
0.622,0.463,1989
0.622,0.463,1986
0.622,0.463,1992
0.622,0.463,1990
0.622,0.463,1987
0.622,0.463,2002
0.593,0.463,2003
0.593,0.463,1999
0.593,0.463,2000
0.593,0.463,1997
0.593,0.463,1998
0.593,0.463,2002
0.593,0.463,1996
0.651,0.463,2008
0.534,0.463,2007
0.534,0.463,2009
0.534,0.463,2010
0.634,0.463,1998
0.634,0.463,1997
0.634,0.463,1992
0.634,0.463,1991
0.634,0.463,1996
0.578,0.463,2010
0.578,0.463,2008
0.578,0.463,2009
0.623,0.463,1983
0.623,0.463,1996
0.672,0.463,2007
0.672,0.463,1992
0.672,0.463,1994
0.672,0.463,1995
0.672,0.463,2004
0.672,0.463,2000
0.672,0.463,1993
0.672,0.463,2006
0.672,0.463,1996
0.672,0.463,1991
0.665,0.463,2009
0.623,0.463,1999
0.623,0.463,1988
0.623,0.463,1992
0.623,0.463,1994
0.623,0.463,2005
0.623,0.463,1990
0.623,0.463,1998
0.623,0.463,1991
0.623,0.463,2006
0.623,0.463,1984
0.648,0.463,2004
0.721,0.463,1965
0.721,0.463,1994
0.721,0.463,1989
0.721,0.463,2000
0.721,0.463,1992
0.65,0.463,1986
0.65,0.463,1987
0.65,0.463,1984
0.65,0.463,2002
0.65,0.463,1999
0.65,0.463,2000
0.65,0.463,1994
0.65,0.463,1989
0.689,0.463,1995
0.689,0.463,1981
0.689,0.463,1987
0.689,0.463,1993
0.689,0.463,1980
0.689,0.463,1982
0.689,0.463,1978
0.689,0.463,1979
0.689,0.463,1998
0.689,0.463,1989
0.689,0.463,1985
0.689,0.463,2007
0.689,0.463,2008
0.689,0.463,1977
0.689,0.463,1997
0.696,0.463,2006
0.696,0.463,2009
0.567,0.463,1999
0.732,0.463,1992
0.732,0.463,1998
0.732,0.463,1991
0.567,0.463,1991
0.607,0.463,2003
0.607,0.463,2000
0.607,0.463,2001
0.607,0.463,2009
0.603,0.463,2005
0.603,0.463,2006
0.603,0.463,2003
0.603,0.463,2009
0.603,0.463,1999
0.603,0.463,1995
0.603,0.463,2007
0.603,0.463,2002
0.603,0.463,2000
0.603,0.463,1993
0.636,0.463,2001
0.636,0.463,1992
0.636,0.463,1998
0.636,0.463,1993
0.636,0.463,1995
0.636,0.463,2005
0.636,0.463,2010
0.636,0.463,1996
0.636,0.463,1991
0.636,0.463,2009
0.636,0.463,1994
0.636,0.463,2004
0.636,0.463,1990
0.783,0.463,2004
0.783,0.463,2000
0.783,0.463,2007
0.783,0.463,2005
0.783,0.463,2003
0.783,0.463,1996
0.783,0.463,1994
0.783,0.463,1999
0.639,0.463,2006
0.639,0.463,2001
0.639,0.463,2005
0.501,0.463,2009
0.683,0.463,1972
0.683,0.463,1970
0.683,0.463,1969
0.683,0.463,2002
0.683,0.463,1989
0.683,0.463,1968
0.683,0.463,1967
0.683,0.463,1993
0.683,0.463,2009
0.683,0.463,1971
0.683,0.463,1975
0.683,0.463,1991
0.683,0.463,1973
0.683,0.463,1974
0.64,0.463,2001
0.64,0.463,1993
0.64,0.463,2010
0.64,0.463,1995
0.677,0.463,1998
0.677,0.463,1995
0.677,0.463,2008
0.713,0.463,1997
0.624,0.463,2007
0.624,0.463,2006
0.717,0.463,2001
0.717,0.463,1997
0.717,0.463,1999
0.717,0.463,1996
0.717,0.463,2005
0.717,0.463,2003
0.717,0.463,2002
0.411,0.463,2001
0.717,0.463,2006
0.717,0.463,1995
0.717,0.463,1998
0.722,0.463,1990
0.722,0.463,1989
0.752,0.463,2009
0.752,0.463,2008
0.707,0.463,2009
0.699,0.463,1976
0.699,0.463,1975
0.699,0.463,1977
0.699,0.463,1974
0.688,0.463,2008
0.699,0.463,2000
0.699,0.463,1992
0.699,0.463,2004
0.699,0.463,2006
0.604,0.463,2007
0.562,0.463,2005
0.635,0.463,2009
0.635,0.463,2006
0.719,0.463,1998
0.719,0.463,2003
0.719,0.463,1981
0.719,0.463,1978
0.719,0.463,1979
0.719,0.463,1990
0.719,0.463,1992
0.719,0.463,1977
0.719,0.463,1986
0.719,0.463,1983
0.719,0.463,1982
0.719,0.463,2004
0.719,0.463,1984
0.719,0.463,2002
0.684,0.463,2000
0.684,0.463,1999
0.777,0.463,2009
0.777,0.463,2008
0.648,0.463,2005
0.648,0.463,2003
0.707,0.463,2005
0.718,0.463,2005
0.718,0.463,1998
0.718,0.463,2000
0.718,0.463,2003
0.718,0.463,2006
0.718,0.463,2009
0.789,0.463,2009
0.789,0.463,2008
0.685,0.463,1986
0.685,0.463,1969
0.685,0.463,1991
0.685,0.463,2003
0.685,0.463,1996
0.685,0.463,1987
0.685,0.463,1990
0.685,0.463,1985
0.683,0.463,1986
0.569,0.463,1969
0.669,0.463,1982
0.669,0.463,2008
0.669,0.463,2007
0.669,0.463,1983
0.669,0.463,1997
0.638,0.463,1997
0.669,0.463,1985
0.669,0.463,1988
0.575,0.463,1944
0.575,0.463,1985
0.575,0.463,1998
0.575,0.463,1990
0.575,0.463,1994
0.575,0.463,1992
0.738,0.463,1992
0.575,0.463,2004
0.575,0.463,1969
0.575,0.463,1989
0.575,0.463,1942
0.575,0.463,1957
0.575,0.463,1951
0.575,0.463,1947
0.658,0.463,1982
0.658,0.463,2007
0.559,0.463,2009
0.559,0.463,2010
0.653,0.463,1994
0.653,0.463,1992
0.653,0.463,1996
0.712,0.463,1997
0.712,0.463,1963
0.712,0.463,1996
0.712,0.463,2009
0.712,0.463,1965
0.712,0.463,2000
0.712,0.463,1999
0.712,0.463,1993
0.712,0.463,2001
0.712,0.463,2005
0.712,0.463,1959
0.662,0.463,2004
0.662,0.463,2002
0.662,0.463,2006
0.662,0.463,1999
0.587,0.463,2001
0.587,0.463,1996
0.333,0.463,2009
0.671,0.463,1993
0.671,0.463,1991
0.671,0.463,2001
0.641,0.463,2003
0.641,0.463,2005
0.641,0.463,2009
0.641,0.463,2004
0.641,0.463,2001
0.641,0.463,2008
0.157,0.463,2002
0.641,0.463,2002
0.707,0.463,1981
0.707,0.463,1983
0.707,0.463,1994
0.707,0.463,1980
0.707,0.463,1990
0.707,0.463,1977
0.707,0.463,1982
0.707,0.463,2010
0.707,0.463,1984
0.707,0.463,1997
0.707,0.463,1993
0.707,0.463,1991
0.707,0.463,2000
0.707,0.463,1979
0.707,0.463,2003
0.655,0.463,2002
0.655,0.463,2006
0.619,0.463,2010
0.619,0.463,2004
0.757,0.463,2005
0.757,0.463,2007
0.625,0.463,2007
0.689,0.463,2002
0.689,0.463,1992
0.689,0.463,2001
0.689,0.463,2003
0.689,0.463,2005
0.689,0.463,1994
0.689,0.463,1999
0.689,0.463,2006
0.65,0.463,2006
0.65,0.463,2003
0.65,0.463,2010
0.65,0.463,2009
0.65,0.463,2007
0.65,0.463,2004
0.65,0.463,2005
0.541,0.463,2002
0.541,0.463,2009
0.541,0.463,2000
0.541,0.463,2008
0.541,0.463,2001
0.599,0.463,2003
0.599,0.463,2002
0.599,0.463,1996
0.671,0.463,2002
0.191,0.463,2004
0.644,0.463,2007
0.701,0.463,2004
0.701,0.463,1994
0.701,0.463,1989
0.701,0.463,1997
0.701,0.463,1987
0.701,0.463,1991
0.701,0.463,2000
0.701,0.463,2007
0.701,0.463,1993
0.701,0.463,1996
0.668,0.463,2007
0.719,0.463,2006
0.621,0.463,2003
0.621,0.463,2006
0.546,0.463,1999
0.404,0.463,2007
0.546,0.463,2004
0.546,0.463,2009
0.546,0.463,2007
0.546,0.463,2006
0.706,0.462,2006
0.706,0.462,1967
0.706,0.462,1988
0.706,0.462,2002
0.706,0.462,1960
0.706,0.462,2003
0.706,0.462,1993
0.706,0.462,2001
0.706,0.462,1962
0.764,0.462,2007
0.301,0.462,1987
0.301,0.462,1963
0.301,0.462,1964
0.042,0.462,1967
0.042,0.462,1965
0.301,0.462,1962
0.301,0.462,1967
0.685,0.462,1981
0.685,0.462,1976
0.597,0.462,1984
0.597,0.462,1987
0.597,0.462,1988
0.575,0.462,1996
0.575,0.462,1991
0.601,0.462,2005
0.643,0.462,2008
0.643,0.462,2005
0.609,0.462,2008
0.609,0.462,1985
0.621,0.462,2007
0.621,0.462,2006
0.621,0.462,2008
0.621,0.462,2009
0.673,0.462,1982
0.673,0.462,1998
0.673,0.462,1999
0.673,0.462,1986
0.673,0.462,1984
0.673,0.462,1983
0.673,0.462,2009
0.45,0.462,2007
0.667,0.462,2006
0.667,0.462,2005
0.667,0.462,2007
0.761,0.462,1989
0.761,0.462,1991
0.761,0.462,1964
0.761,0.462,1992
0.761,0.462,1985
0.761,0.462,1997
0.761,0.462,2003
0.761,0.462,1988
0.761,0.462,1937
0.761,0.462,1990
0.761,0.462,1999
0.761,0.462,1967
0.761,0.462,2000
0.761,0.462,1987
0.761,0.462,1996
0.587,0.462,1990
0.761,0.462,2002
0.761,0.462,2001
0.816,0.462,1989
0.767,0.462,2009
0.761,0.462,1995
0.761,0.462,2005
0.702,0.462,1995
0.702,0.462,1997
0.702,0.462,2005
0.702,0.462,1991
0.624,0.462,2000
0.624,0.462,1991
0.624,0.462,1990
0.624,0.462,1966
0.624,0.462,1964
0.624,0.462,1994
0.624,0.462,1963
0.624,0.462,1996
0.624,0.462,1962
0.624,0.462,1989
0.624,0.462,1957
0.624,0.462,2001
0.302,0.462,1990
0.354,0.462,1990
0.746,0.462,2007
0.746,0.462,2001
0.746,0.462,2004
0.746,0.462,1999
0.746,0.462,1997
0.746,0.462,2002
0.572,0.462,1987
0.572,0.462,1990
0.572,0.462,1998
0.572,0.462,1988
0.572,0.462,1991
0.572,0.462,1995
0.575,0.462,1967
0.575,0.462,1961
0.575,0.462,1969
0.575,0.462,2007
0.575,0.462,1997
0.575,0.462,1994
0.575,0.462,2004
0.689,0.462,2006
0.689,0.462,1993
0.689,0.462,1999
0.689,0.462,1994
0.619,0.462,1992
0.619,0.462,2001
0.619,0.462,2000
0.619,0.462,2003
0.619,0.462,2006
0.619,0.462,2004
0.619,0.462,1993
0.619,0.462,2002
0.619,0.462,1999
0.528,0.462,2009
0.587,0.462,2006
0.63,0.462,2010
0.63,0.462,2008
0.63,0.462,2007
0.674,0.462,2004
0.674,0.462,1986
0.674,0.462,1997
0.674,0.462,1989
0.674,0.462,1987
0.674,0.462,2000
0.674,0.462,1999
0.674,0.462,1983
0.674,0.462,1993
0.721,0.462,2008
0.721,0.462,1974
0.721,0.462,2000
0.802,0.462,1977
0.721,0.462,1980
0.721,0.462,1999
0.721,0.462,1968
0.771,0.462,1990
0.771,0.462,1987
0.771,0.462,1984
0.771,0.462,1996
0.771,0.462,2004
0.771,0.462,2006
0.771,0.462,1983
0.771,0.462,1993
0.771,0.462,1998
0.771,0.462,1985
0.771,0.462,2003
0.623,0.462,1999
0.623,0.462,1997
0.623,0.462,2004
0.623,0.462,1991
0.623,0.462,1993
0.562,0.462,2008
0.562,0.462,2009
0.616,0.462,1981
0.616,0.462,1977
0.65,0.462,2008
0.401,0.462,2001
0.607,0.462,1998
0.607,0.462,1996
0.607,0.462,2009
0.607,0.462,2004
0.607,0.462,2007
0.607,0.462,2000
0.574,0.462,2006
0.577,0.462,1997
0.661,0.462,1997
0.661,0.462,2005
0.661,0.462,1995
0.661,0.462,2003
0.661,0.462,1998
0.661,0.462,2001
0.661,0.462,2007
0.745,0.462,1983
0.745,0.462,1982
0.745,0.462,1985
0.745,0.462,1989
0.745,0.462,1990
0.745,0.462,1987
0.745,0.462,1981
0.745,0.462,2008
0.745,0.462,1997
0.745,0.462,2006
0.538,0.462,2010
0.546,0.462,1998
0.546,0.462,2004
0.546,0.462,1997
0.669,0.462,2010
0.592,0.462,2004
0.592,0.462,2003
0.592,0.462,2005
0.592,0.462,2008
0.592,0.462,2006
0.592,0.462,1999
0.592,0.462,2007
0.592,0.462,1998
0.592,0.462,2001
0.592,0.462,2000
0.592,0.462,2009
0.592,0.462,2002
0.537,0.462,2002
0.592,0.462,2010
0.634,0.462,1990
0.634,0.462,1994
0.634,0.462,1992
0.634,0.462,2001
0.714,0.462,2006
0.714,0.462,2009
0.714,0.462,2007
0.714,0.462,2004
0.714,0.462,2005
0.725,0.462,2004
0.725,0.462,1987
0.725,0.462,1997
0.725,0.462,1992
0.725,0.462,2002
0.466,0.462,1998
0.626,0.462,2009
0.626,0.462,2006
0.626,0.462,2007
0.573,0.462,2008
0.584,0.462,2009
0.584,0.462,2002
0.584,0.462,2003
0.584,0.462,1994
0.584,0.462,2010
0.584,0.462,2000
0.584,0.462,2001
0.568,0.462,2009
0.679,0.462,2006
0.679,0.462,2005
0.679,0.462,2009
0.679,0.462,2002
0.679,0.462,2008
0.666,0.462,1995
0.666,0.462,1996
0.666,0.462,1960
0.666,0.462,1957
0.666,0.462,1962
0.666,0.462,1997
0.666,0.462,2006
0.666,0.462,1999
0.666,0.462,1956
0.666,0.462,1993
0.666,0.462,1965
0.666,0.462,1955
0.666,0.462,1990
0.666,0.462,2007
0.694,0.462,1971
0.694,0.462,1973
0.694,0.462,1993
0.694,0.462,1974
0.694,0.462,1972
0.694,0.462,2005
0.858,0.462,1985
0.858,0.462,2000
0.858,0.462,1987
0.627,0.462,2003
0.776,0.462,2001
0.627,0.462,2006
0.627,0.462,2008
0.627,0.462,2009
0.627,0.462,2001
0.627,0.462,2005
0.627,0.462,2004
0.674,0.462,2008
0.674,0.462,2002
0.723,0.462,2008
0.723,0.462,1995
0.576,0.462,2009
0.506,0.462,1995
0.506,0.462,2007
0.506,0.462,2008
0.506,0.462,1997
0.506,0.462,2005
0.49,0.462,1996
0.49,0.462,1986
0.49,0.462,1988
0.49,0.462,1989
0.648,0.462,2003
0.648,0.462,2001
0.648,0.462,1999
0.648,0.462,1988
0.648,0.462,1968
0.614,0.462,1992
0.736,0.462,1986
0.588,0.462,1975
0.588,0.462,1985
0.588,0.462,2010
0.631,0.462,1999
0.631,0.462,1986
0.631,0.462,1981
0.631,0.462,1996
0.631,0.462,1983
0.631,0.462,1992
0.631,0.462,1982
0.631,0.462,1984
0.631,0.462,2006
0.631,0.462,2003
0.631,0.462,2009
0.566,0.462,1993
0.566,0.462,1991
0.566,0.462,1989
0.771,0.462,2008
0.643,0.462,1980
0.643,0.462,2006
0.643,0.462,1976
0.643,0.462,1982
0.643,0.462,1983
0.643,0.462,1997
0.643,0.462,1991
0.643,0.462,1977
0.643,0.462,1996
0.643,0.462,1992
0.643,0.462,1978
0.643,0.462,1985
0.719,0.462,2009
0.577,0.461,2006
0.577,0.461,2009
0.577,0.461,2004
0.577,0.461,2005
0.577,0.461,2008
0.577,0.461,2001
0.381,0.461,2006
0.72,0.461,2006
0.72,0.461,1998
0.72,0.461,2008
0.664,0.461,2009
0.472,0.461,2004
0.716,0.461,1989
0.716,0.461,2007
0.716,0.461,1985
0.716,0.461,1988
0.716,0.461,1987
0.716,0.461,1984
0.716,0.461,2004
0.716,0.461,1992
0.716,0.461,1996
0.716,0.461,2005
0.716,0.461,1986
0.649,0.461,1993
0.649,0.461,2008
0.649,0.461,1994
0.649,0.461,2005
0.649,0.461,2001
0.649,0.461,2003
0.649,0.461,2000
0.572,0.461,2007
0.615,0.461,1995
0.615,0.461,1988
0.615,0.461,1987
0.615,0.461,1986
0.615,0.461,1989
0.615,0.461,1991
0.615,0.461,1997
0.615,0.461,1998
0.615,0.461,2003
0.615,0.461,2000
0.615,0.461,1990
0.681,0.461,2008
0.681,0.461,2003
0.681,0.461,1997
0.681,0.461,2001
0.653,0.461,1991
0.655,0.461,1998
0.655,0.461,2005
0.655,0.461,1996
0.655,0.461,2002
0.655,0.461,2007
0.655,0.461,2004
0.655,0.461,2000
0.655,0.461,1994
0.543,0.461,2005
0.655,0.461,2001
0.65,0.461,2008
0.65,0.461,2007
0.65,0.461,2009
0.64,0.461,2009
0.742,0.461,1956
0.742,0.461,1995
0.742,0.461,2001
0.742,0.461,1999
0.742,0.461,1994
0.742,0.461,1992
0.742,0.461,2004
0.742,0.461,1998
0.742,0.461,2000
0.742,0.461,1996
0.742,0.461,2005
0.742,0.461,1997
0.742,0.461,1966
0.742,0.461,1991
0.742,0.461,1984
0.669,0.461,2009
0.669,0.461,1997
0.669,0.461,2005
0.669,0.461,1994
0.669,0.461,1996
0.669,0.461,2008
0.669,0.461,2002
0.669,0.461,2003
0.669,0.461,2004
0.648,0.461,2003
0.648,0.461,2004
0.648,0.461,2005
0.627,0.461,1999
0.627,0.461,2003
0.627,0.461,1995
0.627,0.461,1996
0.627,0.461,1998
0.627,0.461,1994
0.627,0.461,2001
0.632,0.461,1983
0.632,0.461,2006
0.632,0.461,1987
0.632,0.461,1982
0.632,0.461,1993
0.632,0.461,2002
0.632,0.461,1989
0.632,0.461,1994
0.623,0.461,2001
0.623,0.461,2004
0.623,0.461,2003
0.623,0.461,2005
0.623,0.461,2009
0.623,0.461,2007
0.623,0.461,1997
0.568,0.461,2006
0.568,0.461,2005
0.568,0.461,2003
0.568,0.461,2008
0.627,0.461,1991
0.471,0.461,2010
0.751,0.461,2008
0.628,0.461,2006
0.628,0.461,2003
0.628,0.461,2008
0.628,0.461,2002
0.714,0.461,2003
0.655,0.461,2009
0.655,0.461,1997
0.7,0.461,1988
0.7,0.461,1991
0.7,0.461,1996
0.7,0.461,1999
0.7,0.461,1990
0.7,0.461,2009
0.7,0.461,2003
0.7,0.461,1984
0.7,0.461,1992
0.7,0.461,2004
0.646,0.461,2007
0.723,0.461,1994
0.723,0.461,2000
0.723,0.461,1978
0.723,0.461,1976
0.723,0.461,1997
0.723,0.461,1977
0.723,0.461,1979
0.645,0.461,2005
0.645,0.461,2008
0.645,0.461,2003
0.645,0.461,2009
0.668,0.461,2004
0.668,0.461,1998
0.668,0.461,1959
0.668,0.461,1995
0.668,0.461,1981
0.668,0.461,1982
0.668,0.461,1987
0.668,0.461,1989
0.668,0.461,1976
0.668,0.461,1980
0.668,0.461,2005
0.668,0.461,2007
0.557,0.461,2007
0.742,0.461,2007
0.742,0.461,1993
0.742,0.461,2006
0.742,0.461,2002
0.532,0.461,1999
0.633,0.461,1983
0.633,0.461,1982
0.633,0.461,1987
0.633,0.461,1984
0.633,0.461,1986
0.739,0.461,2007
0.739,0.461,2005
0.739,0.461,2010
0.739,0.461,2006
0.675,0.461,1999
0.57,0.461,2009
0.57,0.461,2008
0.601,0.461,2000
0.601,0.461,2001
0.601,0.461,2003
0.601,0.461,2005
0.601,0.461,1999
0.219,0.461,2000
0.604,0.461,2000
0.604,0.461,2002
0.604,0.461,1988
0.604,0.461,2007
0.604,0.461,2003
0.604,0.461,2004
0.604,0.461,1987
0.604,0.461,1990
0.743,0.461,1965
0.743,0.461,1993
0.743,0.461,1968
0.743,0.461,1969
0.743,0.461,1971
0.743,0.461,1967
0.743,0.461,1988
0.743,0.461,1998
0.559,0.461,2007
0.559,0.461,2006
0.559,0.461,2009
0.63,0.461,2005
0.63,0.461,2007
0.219,0.461,2005
0.706,0.461,1991
0.706,0.461,2005
0.706,0.461,1998
0.706,0.461,1965
0.468,0.461,2001
0.662,0.461,2007
0.693,0.461,2009
0.684,0.461,1998
0.684,0.461,2006
0.658,0.461,2002
0.662,0.461,1996
0.662,0.461,1997
0.662,0.461,1995
0.662,0.461,2009
0.52,0.461,2002
0.611,0.461,2009
0.611,0.461,2008
0.611,0.461,2007
0.563,0.461,2006
0.76,0.461,2000
0.76,0.461,2005
0.76,0.461,2006
0.639,0.461,2005
0.639,0.461,2003
0.639,0.461,2001
0.639,0.461,1996
0.639,0.461,1994
0.639,0.461,2002
0.771,0.461,1994
0.771,0.461,1995
0.771,0.461,1987
0.771,0.461,1991
0.771,0.461,1996
0.771,0.461,2000
0.771,0.461,1998
0.771,0.461,1999
0.69,0.461,1998
0.69,0.461,1997
0.69,0.461,1996
0.482,0.461,1996
0.482,0.461,1967
0.482,0.461,1964
0.482,0.461,1970
0.482,0.461,1963
0.482,0.461,1988
0.482,0.461,1987
0.482,0.461,1997
0.482,0.461,1992
0.482,0.461,1995
0.482,0.461,2001
0.482,0.461,1983
0.482,0.461,1989
0.517,0.461,2008
0.733,0.461,2007
0.685,0.461,1967
0.685,0.461,1993
0.685,0.461,2008
0.685,0.461,1990
0.685,0.461,1970
0.685,0.461,2007
0.685,0.461,2003
0.685,0.461,1991
0.676,0.461,2007
0.677,0.461,1997
0.677,0.461,2008
0.685,0.461,1987
0.685,0.461,1964
0.685,0.461,1965
0.685,0.461,1999
0.685,0.461,1989
0.685,0.461,2006
0.685,0.461,1966
0.685,0.461,1975
0.567,0.461,1991
0.69,0.461,1995
0.69,0.461,1986
0.665,0.461,2001
0.665,0.461,2003
0.665,0.461,2007
0.626,0.461,2001
0.626,0.461,2000
0.626,0.461,2002
0.626,0.461,1999
0.626,0.461,2005
0.626,0.461,1998
0.698,0.461,2008
0.698,0.461,2004
0.698,0.461,2005
0.698,0.461,2002
0.69,0.461,2009
0.752,0.461,2004
0.752,0.461,2002
0.752,0.461,2001
0.752,0.461,2009
0.752,0.461,1999
0.752,0.461,2007
0.104,0.461,2002
0.752,0.461,2006
0.334,0.461,2009
0.654,0.461,1997
0.676,0.461,1995
0.676,0.461,1992
0.676,0.461,1985
0.676,0.461,2004
0.676,0.461,1999
0.676,0.461,1983
0.676,0.461,2002
0.676,0.461,1984
0.676,0.461,1990
0.676,0.461,1997
0.031,0.461,2001
0.592,0.461,2001
0.624,0.461,1986
0.624,0.461,1983
0.574,0.461,2000
0.574,0.461,1981
0.702,0.461,2005
0.702,0.461,2008
0.606,0.461,1986
0.606,0.461,2005
0.606,0.461,1982
0.606,0.461,1996
0.625,0.461,1984
0.606,0.461,1984
0.606,0.461,1983
0.606,0.461,1999
0.592,0.461,2004
0.592,0.461,2007
0.768,0.461,1996
0.768,0.461,1981
0.768,0.461,1999
0.768,0.461,1982
0.768,0.461,1985
0.768,0.461,1983
0.768,0.461,2000
0.768,0.461,1984
0.768,0.461,2004
0.768,0.461,2003
0.768,0.461,1989
0.768,0.461,1986
0.674,0.461,2006
0.674,0.461,2008
0.668,0.461,2006
0.502,0.461,1990
0.502,0.461,1979
0.502,0.461,1980
0.502,0.461,1975
0.502,0.461,1977
0.707,0.46,2010
0.707,0.46,2006
0.781,0.46,2010
0.781,0.46,2007
0.68,0.46,2009
0.68,0.46,2010
0.68,0.46,2005
0.68,0.46,2007
0.68,0.46,2004
0.68,0.46,2006
0.49,0.46,1998
0.561,0.46,2003
0.649,0.46,2009
0.112,0.46,2009
0.607,0.46,1988
0.607,0.46,2000
0.607,0.46,1999
0.692,0.46,1994
0.692,0.46,1995
0.692,0.46,2004
0.692,0.46,1997
0.651,0.46,2009
0.651,0.46,2010
0.557,0.46,1995
0.666,0.46,1998
0.666,0.46,2000
0.666,0.46,1994
0.63,0.46,1992
0.63,0.46,2003
0.63,0.46,1997
0.63,0.46,1994
0.596,0.46,2009
0.764,0.46,2008
0.764,0.46,2006
0.764,0.46,2003
0.764,0.46,2002
0.686,0.46,2009
0.686,0.46,2007
0.686,0.46,2008
0.669,0.46,2008
0.669,0.46,2006
0.669,0.46,2007
0.577,0.46,2006
0.577,0.46,2008
0.577,0.46,2007
0.577,0.46,2004
0.259,0.46,2009
0.71,0.46,2008
0.601,0.46,2004
0.601,0.46,2007
0.601,0.46,1994
0.692,0.46,2000
0.692,0.46,2002
0.335,0.46,2002
0.692,0.46,2001
0.59,0.46,2004
0.59,0.46,2007
0.59,0.46,2008
0.598,0.46,2008
0.598,0.46,2007
0.598,0.46,2009
0.598,0.46,2010
0.644,0.46,1996
0.644,0.46,2005
0.644,0.46,1998
0.644,0.46,1994
0.644,0.46,2000
0.653,0.46,2001
0.687,0.46,2007
0.687,0.46,2010
0.687,0.46,2008
0.627,0.46,2005
0.627,0.46,2009
0.627,0.46,2003
0.627,0.46,2006
0.699,0.46,2008
0.699,0.46,2006
0.751,0.46,2005
0.751,0.46,2008
0.751,0.46,2006
0.579,0.46,2005
0.579,0.46,2003
0.579,0.46,1998
0.589,0.46,1999
0.589,0.46,2005
0.589,0.46,2006
0.589,0.46,1993
0.589,0.46,1996
0.589,0.46,2003
0.589,0.46,1995
0.589,0.46,1997
0.668,0.46,2006
0.668,0.46,2004
0.567,0.46,2004
0.567,0.46,1999
0.434,0.46,1994
0.636,0.46,2007
0.636,0.46,2004
0.636,0.46,1992
0.636,0.46,2005
0.636,0.46,1987
0.678,0.46,2006
0.678,0.46,2004
0.678,0.46,2005
0.678,0.46,2009
0.441,0.46,2009
0.556,0.46,2001
0.556,0.46,1999
0.641,0.46,1998
0.641,0.46,2009
0.641,0.46,2007
0.641,0.46,2005
0.664,0.46,2002
0.664,0.46,1999
0.664,0.46,2005
0.664,0.46,2006
0.664,0.46,1998
0.664,0.46,2007
0.664,0.46,2008
0.664,0.46,2003
0.588,0.46,2010
0.588,0.46,2008
0.172,0.46,2008
0.588,0.46,2007
0.588,0.46,2009
0.544,0.46,2008
0.743,0.46,2007
0.743,0.46,2004
0.743,0.46,2003
0.743,0.46,2002
0.699,0.46,1995
0.699,0.46,1998
0.699,0.46,1999
0.699,0.46,1994
0.699,0.46,2009
0.477,0.46,2009
0.477,0.46,2008
0.477,0.46,2010
0.634,0.46,2006
0.734,0.46,1940
0.734,0.46,1986
